ordem;restaurant_id;categoria;caminho_categorias;nome;descricao;preco_referencia_reais;origem_preco_referencia;preco_source_file;preco_json_pointer;price_bruto_api;default_price_bruto_api;display_default_price_na_fonte;tipo_produto_api;ativo_na_fonte;visivel_na_fonte;source_id;json_pointer;variantes_e_componentes;sinalizacoes;status_revisao;observacoes_ike
194;freneze;Vinhos Tintos;Adega > Vinhos Tintos;Vieux chateau sant andre;;1034,00;preco da unica variante cobrada e ativa;raw_detalhes.json;/responses/73/body/product/product_composite_steps/0/complements/0/price;1034;0;true;9;true;true;94153;/4/children/3/products/34;Volume > Vieux chateau sant andre - 750ml: 1034,00 (COBRADO_NA_FONTE);VARIANTE_UNICA_PRESERVAR_ROTULO | DESCRICAO_AUSENTE;PENDENTE;
195;freneze;Vinhos Tintos;Adega > Vinhos Tintos;Chateau haut bergey;;1067,00;preco da unica variante cobrada e ativa;raw_detalhes.json;/responses/74/body/product/product_composite_steps/0/complements/0/price;1067;0;true;9;true;true;94155;/4/children/3/products/35;Volume > Chateau haut bergey - 750ml: 1067,00 (COBRADO_NA_FONTE);VARIANTE_UNICA_PRESERVAR_ROTULO | DESCRICAO_AUSENTE;PENDENTE;
196;freneze;Vinhos Tintos;Adega > Vinhos Tintos;Chateau moulin haut- laroque;;899,00;preco da unica variante cobrada e ativa;raw_detalhes.json;/responses/75/body/product/product_composite_steps/0/complements/0/price;899;0;true;9;true;true;94157;/4/children/3/products/36;Volume > Chateau moulin haut- laroque - 750ml: 899,00 (COBRADO_NA_FONTE);VARIANTE_UNICA_PRESERVAR_ROTULO | DESCRICAO_AUSENTE;PENDENTE;
197;freneze;Vinhos Tintos;Adega > Vinhos Tintos;Blason d' aussieres;;465,00;preco da unica variante cobrada e ativa;raw_detalhes.json;/responses/76/body/product/product_composite_steps/0/complements/0/price;465;0;true;9;true;true;94159;/4/children/3/products/37;Volume > Blason d' aussieres - 750ml: 465,00 (COBRADO_NA_FONTE);VARIANTE_UNICA_PRESERVAR_ROTULO | DESCRICAO_AUSENTE;PENDENTE;
198;freneze;Vinhos Tintos;Adega > Vinhos Tintos;"Cotes du rhone ""la celestiere""";;298,00;preco da unica variante cobrada e ativa;raw_detalhes.json;/responses/77/body/product/product_composite_steps/0/complements/0/price;298;0;true;9;true;true;94161;/4/children/3/products/38;"Volume > Cotes du rhone ""la celestiere"" - 750ml: 298,00 (COBRADO_NA_FONTE)";VARIANTE_UNICA_PRESERVAR_ROTULO | DESCRICAO_AUSENTE;PENDENTE;
199;freneze;Vinhos Tintos;Adega > Vinhos Tintos;"Chateauneuf du pape ""Chateau de beaucastel""";;2998,00;preco da unica variante cobrada e ativa;raw_detalhes.json;/responses/78/body/product/product_composite_steps/0/complements/0/price;2998;0;true;9;true;true;94163;/4/children/3/products/39;"Volume > Chateauneuf du pape ""Chateau de beaucastel"" - 750ml: 2998,00 (COBRADO_NA_FONTE)";VARIANTE_UNICA_PRESERVAR_ROTULO | DESCRICAO_AUSENTE;PENDENTE;
200;freneze;Vinhos Tintos;Adega > Vinhos Tintos;Famille perin côtes du rhone reserve - 1,5L;;899,00;preco da unica variante cobrada e ativa;raw_detalhes.json;/responses/79/body/product/product_composite_steps/0/complements/0/price;899;0;true;9;true;true;94165;/4/children/3/products/40;Volume > Famille perin côtes du rhone reserve - 1,5L - 1500ml: 899,00 (COBRADO_NA_FONTE);VARIANTE_UNICA_PRESERVAR_ROTULO | DESCRICAO_AUSENTE;PENDENTE;
201;freneze;Vinhos Tintos;Adega > Vinhos Tintos;Famille Perrin Châteauneuf-du-pape;"""Exuberante e complexo nos aromas, apresenta trufas, cogumelos, especiarias, alcaçuz, tabaco e camurça. Impressiona pela juventude, aliando de forma harmônica, opulência de fruta e taninos de excelente textura com mineralidade, persistência e profundidade. Mais de 90 segundos de permanência na boca. Poesia pura.""";2998,00;preco da unica variante cobrada e ativa;raw_detalhes.json;/responses/80/body/product/product_composite_steps/0/complements/0/price;2998;0;true;9;true;true;94167;/4/children/3/products/41;Volume > Famille Perrin Châteauneuf-du-pape - 750ml: 2998,00 (COBRADO_NA_FONTE);VARIANTE_UNICA_PRESERVAR_ROTULO;PENDENTE;
202;freneze;Vinhos Tintos;Adega > Vinhos Tintos;Famille Perrin Réserve Côtes-du-Rhône Rouge;"Elaborado com uvas de vinhedos próprios, de cultivo orgânico, o Côtes-du-Rhône Réserve é uma das melhores compras entre os vinhos franceses. ""Macio e fácil de gostar, com notas de ameixa preta e cerejas"" para a Wine Spectator, é um livro texto do que um bom Côtes du Rhône deveria ser. Produzido com as castas Grenache, Mourvèdre e Syrah, é um vinho para ter sempre em casa.";899,00;preco da unica variante cobrada e ativa;raw_detalhes.json;/responses/81/body/product/product_composite_steps/0/complements/0/price;899;0;true;9;true;true;94169;/4/children/3/products/42;Volume > Famille Perrin Réserve Côtes-du-Rhône Rouge - 1500ml: 899,00 (COBRADO_NA_FONTE);VARIANTE_UNICA_PRESERVAR_ROTULO;PENDENTE;
203;freneze;Vinhos Tintos;Adega > Vinhos Tintos;Château Musar;"Cor rubi intensa, aromas de frutas vermelhas como ameixas e amoras; especiarias, toque balsâmico e tostado. Um vinho cheio de elegância e personalidade, possui bastante acidez e taninos bem presentes. Potente, saboroso, interessante, com boa persistência.";1399,00;preco da unica variante cobrada e ativa;raw_detalhes.json;/responses/82/body/product/product_composite_steps/0/complements/0/price;1399;0;true;9;true;true;94171;/4/children/3/products/43;Volume > Château Musar - 750ml: 1399,00 (COBRADO_NA_FONTE);VARIANTE_UNICA_PRESERVAR_ROTULO;PENDENTE;
204;freneze;Vinhos Tintos;Adega > Vinhos Tintos;Cotes du Rhone;;298,00;preco da unica variante cobrada e ativa;raw_detalhes.json;/responses/83/body/product/product_composite_steps/0/complements/0/price;298;0;true;9;true;true;94173;/4/children/3/products/44;Volume > Cotes du Rhone - 750ml: 298,00 (COBRADO_NA_FONTE);VARIANTE_UNICA_PRESERVAR_ROTULO | DESCRICAO_AUSENTE;PENDENTE;
205;freneze;Vinhos Tintos;Adega > Vinhos Tintos;Dehesa La Granja;Cereja vermelha madura, com borda granada intensa. No nariz notas sutis de redução seguido por memórias de geleia fruta preta madura (amoras e ameixas). No palato, o vinho é poderoso, saboroso, com uma boa estrutura. Tem taninos maduros. Persistência final, por muito tempo, marcado por reminiscências de cerejas em licor.;485,00;preco da unica variante cobrada e ativa;raw_detalhes.json;/responses/84/body/product/product_composite_steps/0/complements/0/price;485;0;true;9;true;true;94175;/4/children/3/products/45;Volume > Dehesa La Granja - 750ml: 485,00 (COBRADO_NA_FONTE);VARIANTE_UNICA_PRESERVAR_ROTULO;PENDENTE;
206;freneze;Vinhos Tintos;Adega > Vinhos Tintos;Pintia;"O fantástico Pintia é o grande tinto elaborado por Vega Sicilia na emergente região do Toro. Logo em sua primeira safra, já recebeu 95 pontos de Robert Parker e muitos elogios de Jancis Robinson, que o indicou como o melhor vinho do Toro que já provou. Poderoso e encorpado, mas com classe e elegância, ""um punho de aço em luvas de seda"", nas palavras de Steven Spurrier.";2415,00;preco da unica variante cobrada e ativa;raw_detalhes.json;/responses/85/body/product/product_composite_steps/0/complements/0/price;2415;0;true;9;true;true;94177;/4/children/3/products/46;Volume > Pintia - 750ml: 2415,00 (COBRADO_NA_FONTE);VARIANTE_UNICA_PRESERVAR_ROTULO;PENDENTE;
207;freneze;Vinhos Tintos;Adega > Vinhos Tintos;Dominio de la Abadesa Crianza;Tinto de vinhas antigas e altitude, amadurecido em carvalho. Mostra aromas de frutas negras maduras, toques de chocolate, café suave e um leve frescor de ervas. Estruturado, macio e com final longo.;318,00;preco da unica variante cobrada e ativa;raw_detalhes.json;/responses/86/body/product/product_composite_steps/0/complements/0/price;318;0;true;9;true;true;94179;/4/children/3/products/47;Volume > Dominio de la Abadesa Crianza - 750ml: 318,00 (COBRADO_NA_FONTE);VARIANTE_UNICA_PRESERVAR_ROTULO;PENDENTE;
208;freneze;Vinhos Tintos;Adega > Vinhos Tintos;Emilio Moro;Well integrated berry fruit aromas, with power & concentration.;632,00;preco da unica variante cobrada e ativa;raw_detalhes.json;/responses/87/body/product/product_composite_steps/0/complements/0/price;632;0;true;9;true;true;94181;/4/children/3/products/48;Volume > Emilio Moro - 750ml: 632,00 (COBRADO_NA_FONTE);VARIANTE_UNICA_PRESERVAR_ROTULO;PENDENTE;
209;freneze;Vinhos Tintos;Adega > Vinhos Tintos;Flor de Pingus;;2876,00;preco da unica variante cobrada e ativa;raw_detalhes.json;/responses/88/body/product/product_composite_steps/0/complements/0/price;2876;0;true;9;true;true;94184;/4/children/3/products/49;Volume > Flor de Pingus - 750ml: 2876,00 (COBRADO_NA_FONTE);VARIANTE_UNICA_PRESERVAR_ROTULO | DESCRICAO_AUSENTE;PENDENTE;
210;freneze;Vinhos Tintos;Adega > Vinhos Tintos;Valbueña 5º Ano;Um dos grandes ícones do vinho espanhol, o reputado Valbuena 5º Año é o segundo vinho das Bodegas Vega Sicília, um tinto superlativo, de grande classe e elegância. Envelhece menos tempo em carvalho do que o Vega Sicília Unico, sendo lançado cinco anos após a colheita, e estando pronto para ser bebido mais cedo. Trata-se de um vinho extraordinário, extremamente bem talhado, com potência e concentração bem moldadas por finesse e grande complexidade, além de um adorável frescor e um longo final de boca.;5641,00;preco da unica variante cobrada e ativa;raw_detalhes.json;/responses/89/body/product/product_composite_steps/0/complements/0/price;5641;0;true;9;true;true;94186;/4/children/3/products/50;Volume > Valbueña 5º Ano - 750ml: 5641,00 (COBRADO_NA_FONTE);VARIANTE_UNICA_PRESERVAR_ROTULO;PENDENTE;
